sku,title,description,price,currency_code,quantity,category,materials,tags,image_urls,production_partner,who_made,when_made,is_supply,personalization
medina-cargo-rucksack-cognac,Medina Cargo Rucksack · Cognac,"Cargo-pocket rucksack in deep cognac mahogany. Classic flap closure with brass buckles, drawstring under-flap, two front buckled cargo pockets, side gussets. Full-grain bovine, saddle-stitched, edge-burnished. Hand-cut in Marrakech.
Materials: Full-grain bovine leather, Solid brass hardware
Dimensions: W 32 cm / H 44 cm / D 18 cm
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",325.00,USD,1,Backpack,"Full-grain bovine leather, Solid brass hardware","leather bag, moroccan leather, handmade bag, backpack, medina cargo rucksack cognac, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-cargo-rucksack-cognac-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-crossbody-clasp-teal,Medina Crossbody · Clasp Teal,"Compact crossbody in petrol teal full-grain leather. Brass turn-clasp closure, saddle-stitched, edge-burnished. Hand-cut in Marrakech.
Materials: Full-grain bovine leather, Solid brass clasp
Dimensions: W 22 cm / H 15 cm / D 7 cm
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",225.00,USD,1,Crossbody,"Full-grain bovine leather, Solid brass clasp","leather bag, moroccan leather, handmade bag, crossbody, medina crossbody clasp teal, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-clasp-teal-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-crossbody-cognac,Medina Crossbody · Cognac,"Clean flap crossbody in saddle cognac leather. Single brass turn-lock, adjustable shoulder strap, off-white contrast stitching. The medina line's daily silhouette.
Materials: Full-grain Moroccan leather, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech
Dimensions: 22cm × 18cm × 6cm
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",195.00,USD,28,Crossbody,"Full-grain Moroccan leather, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech","leather bag, moroccan leather, handmade bag, crossbody, medina crossbody cognac, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-cognac-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-crossbody-envelope,Medina Envelope Crossbody,"Compact envelope crossbody in deep walnut leather, finished with a single brass turn-lock and an adjustable saddle strap. Quiet enough for evening, structured enough for daily carry.
Materials: Full-grain Moroccan leather, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech
Dimensions: 24cm × 18cm × 4cm · envelope flap
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",185.00,USD,25,Crossbody,"Full-grain Moroccan leather, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech","leather bag, moroccan leather, handmade bag, crossbody, medina crossbody envelope, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-09.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-01.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-envelope-pdp-02.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-crossbody-tooled-walnut,Medina Crossbody · Tooled Walnut,"Hand-tooled saddle crossbody in deep walnut leather. The diamond-and-floral motif is carved by hand into the flap — every piece slightly different. Brass turn-lock, off-white contrast stitching.
Materials: Full-grain Moroccan leather, Hand-tooled diamond and floral motifs, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech
Dimensions: 22cm × 18cm × 6cm · hand-tooled flap
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",245.00,USD,20,Crossbody,"Full-grain Moroccan leather, Hand-tooled diamond and floral motifs, Solid antique brass turn-lock, Adjustable shoulder strap, Hand saddle-stitched in Marrakech","leather bag, moroccan leather, handmade bag, crossbody, medina crossbody tooled walnut, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-tooled-walnut-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-tooled-walnut-scale.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-tooled-walnut-macro-01.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-tooled-walnut-macro-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-crossbody-tooled-walnut-macro-03.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-market-tote-cognac,Medina Market Tote · Cognac,"Soft market tote in deep cognac. Twin handles, single vertical centre seam, unlined interior — built to slouch and soften with use.
Materials: Full-grain bovine leather
Dimensions: W 42 cm / H 36 cm / D 14 cm
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",295.00,USD,1,Tote,Full-grain bovine leather,"leather bag, moroccan leather, handmade bag, tote, medina market tote cognac, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-market-tote-cognac-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-rucksack-drawstring,Medina Drawstring Rucksack,"Tall cognac drawstring rucksack with a single front buckled pocket and adjustable shoulder strap. A sailor's silhouette translated to luxury full-grain Moroccan leather. Patinas richer with each season.
Materials: Full-grain Moroccan leather, Solid antique brass front buckle, Drawstring closure, Adjustable single shoulder strap, Hand saddle-stitched in Marrakech
Dimensions: tall duffle silhouette · single shoulder strap
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",255.00,USD,20,Backpack,"Full-grain Moroccan leather, Solid antique brass front buckle, Drawstring closure, Adjustable single shoulder strap, Hand saddle-stitched in Marrakech","leather bag, moroccan leather, handmade bag, backpack, medina rucksack drawstring, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-scale.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-09.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-drawstring-pdp-01.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-rucksack-flap-chocolate,Medina Rucksack · Flap Chocolate,"Chocolate full-grain leather drawstring rucksack with overflap and two front buckled pockets. Brass tri-glides, hand-burnished edges. The everyday quietly-luxurious carry.
Materials: Full-grain Moroccan leather, Solid brass hardware, Hand-finished in Marrakech
Dimensions: 42cm × 30cm × 16cm · drawstring rucksack
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",285.00,USD,18,Backpack,"Full-grain Moroccan leather, Solid brass hardware, Hand-finished in Marrakech","leather bag, moroccan leather, handmade bag, backpack, medina rucksack flap chocolate, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-01.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-rucksack-flap-chocolate-pdp-03.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-saddlebag-tooled-cognac,Medina Saddlebag · Tooled Cognac,"Cognac full-grain saddle bag with hand-tooled diamond and rosette flap. Brass turn-lock closure, adjustable shoulder strap. Each flap is carved by hand — every piece is one of one.
Materials: Full-grain Moroccan leather, Hand-tooled leather flap, Solid brass hardware, Hand-finished in Marrakech
Dimensions: 26cm × 22cm × 8cm · saddlebag
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",265.00,USD,12,Saddlebag,"Full-grain Moroccan leather, Hand-tooled leather flap, Solid brass hardware, Hand-finished in Marrakech","leather bag, moroccan leather, handmade bag, saddlebag, medina saddlebag tooled cognac, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-01.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-saddlebag-tooled-cognac-pdp-03.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
medina-zigzag-tote-chocolate,Medina Zigzag Tote · Chocolate,"Structured tote in chocolate oxblood leather with hand-laced zigzag side panels. Twin top handles, structured base. The lacing is hand-pulled, never machine.
Materials: Full-grain bovine leather, Waxed linen lacing
Dimensions: W 42 cm / H 38 cm / D 15 cm
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",345.00,USD,1,Tote,"Full-grain bovine leather, Waxed linen lacing","leather bag, moroccan leather, handmade bag, tote, medina zigzag tote chocolate, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/medina-zigzag-tote-chocolate-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
oasis-weekender-oxblood,Oasis Weekender · Oxblood,"Structured deep-oxblood leather weekender with contrast hide side panel and double rolled handles. Brass hardware, hand-stitched gusset, slip pocket interior. Made for a long Friday night.
Materials: Full-grain Moroccan leather, Solid brass zipper and hardware, Dual rolled leather handles, Hand-finished in Marrakech
Dimensions: 52cm × 28cm × 24cm · weekender
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",345.00,USD,14,Weekender,"Full-grain Moroccan leather, Solid brass zipper and hardware, Dual rolled leather handles, Hand-finished in Marrakech","leather bag, moroccan leather, handmade bag, weekender, oasis weekender oxblood, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-01.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/oasis-weekender-oxblood-pdp-03.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
vintage-buckle-backpack,Vintage Buckle Backpack,"Safari-classic silhouette in cognac full-grain leather. Buckled flap over a drawstring inner closure, plus three exterior buckled pockets (one front, two side). Patinas to a deep tobacco with daily wear. Hand-finished and ready to ship within 48h.
Materials: Full-grain Moroccan leather, Aged brass hardware, Three external pockets, Drawstring inner closure, Hand-stitched in Marrakech
Dimensions: 38cm × 30cm × 14cm · drawstring + 3 pockets
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",225.00,USD,25,Backpack,"Full-grain Moroccan leather, Aged brass hardware, Three external pockets, Drawstring inner closure, Hand-stitched in Marrakech","leather bag, moroccan leather, handmade bag, backpack, vintage buckle backpack, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-scale.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-09.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-buckle-backpack-pdp-01.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
vintage-satchel-light-brown,Vintage Satchel · Light Brown,"Compact satchel in soft light-brown full-grain leather. Buckled flap closure, brass-finished hardware, adjustable crossbody strap. The everyday companion that patinas warm with use.
Materials: Full-grain Moroccan leather, Solid antique brass buckles, Adjustable crossbody strap, Hand saddle-stitched in Marrakech
Dimensions: 26cm × 22cm × 8cm · satchel
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",215.00,USD,22,Satchel,"Full-grain Moroccan leather, Solid antique brass buckles, Adjustable crossbody strap, Hand saddle-stitched in Marrakech","leather bag, moroccan leather, handmade bag, satchel, vintage satchel light brown, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/vintage-satchel-light-brown-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
woven-leather-backpack,Woven Leather Backpack,"Dark-chocolate full-grain leather woven by hand into a diamond lattice across the body and flap. Drawstring inner closure under the buckled flap. Smooth saddle leather base and shoulder straps. The most labour-intensive bag in the drop.
Materials: Full-grain Moroccan leather, Hand-woven leather panels, Brass-finished buckle, Drawstring closure, Hand-stitched in Marrakech
Dimensions: 36cm × 28cm · drawstring + flap
Shipping: Free worldwide tracked express courier. Ships from Morocco.
Returns and repairs: See Maison Tanneurs shop policies.",295.00,USD,15,Backpack,"Full-grain Moroccan leather, Hand-woven leather panels, Brass-finished buckle, Drawstring closure, Hand-stitched in Marrakech","leather bag, moroccan leather, handmade bag, backpack, woven leather backpack, artisan made, full grain leather, marrakech, gift for her, gift for him, travel bag, boho leather, luxury leather","https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-white.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-02.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-03.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-04.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-05.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-06.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-07.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-08.webp,https://xbtabpurfavngwmwtawc.supabase.co/storage/v1/object/public/products/drop-02/woven-leather-backpack-pdp-09.webp","Maison Tanneurs atelier, Marrakech",i_did,made_to_order,false,No
